ts	tid	pose	x	y	z	area	conf
2026-04-24 18:37:04	0	4	-30	300	104	255	60
2026-04-24 18:37:04	1	4	140	320	0	255	60
2026-04-24 18:37:05	0	4	-10	270	88	255	60
2026-04-24 18:37:05	1	4	150	280	0	255	60
2026-04-24 18:37:06	0	1	10	240	65	255	60
2026-04-24 18:37:06	1	4	170	230	0	255	60
2026-04-24 18:37:07	0	1	20	240	59	255	60
2026-04-24 18:37:07	1	1	180	220	0	255	60
2026-04-24 18:37:08	0	1	0	230	0	255	60
2026-04-24 18:37:08	1	1	200	210	0	255	60
2026-04-24 18:37:08	0	3	0	220	0	255	60
2026-04-24 18:37:08	1	4	200	210	0	255	60
2026-04-24 18:37:09	0	3	0	220	0	255	60
2026-04-24 18:37:09	1	4	200	210	0	255	60
2026-04-24 18:37:10	0	3	0	220	0	255	60
2026-04-24 18:37:10	1	4	190	220	0	255	60
2026-04-24 18:37:11	0	3	0	230	77	255	60
2026-04-24 18:37:11	1	4	190	220	0	255	60
2026-04-24 18:37:13	0	7	0	240	52	255	60
2026-04-24 18:37:13	1	4	190	230	0	255	60
2026-04-24 18:37:14	0	7	-10	240	101	255	60
2026-04-24 18:37:14	1	4	140	240	0	255	60
2026-04-24 18:37:14	0	7	-10	230	98	255	60
2026-04-24 18:37:14	1	4	140	240	0	255	60
2026-04-24 18:37:14	0	4	-20	260	70	255	60
2026-04-24 18:37:14	1	4	140	240	0	255	60
2026-04-24 18:37:15	0	4	-20	320	74	255	60
2026-04-24 18:37:15	1	4	170	310	0	255	60
2026-04-24 18:37:16	0	1	-30	370	79	255	60
2026-04-24 18:37:16	1	1	170	380	0	255	60
2026-04-24 18:37:17	0	1	-50	380	51	255	60
2026-04-24 18:37:17	1	1	190	380	0	255	60
2026-04-24 18:37:18	0	1	-60	380	0	255	60
2026-04-24 18:37:18	1	4	190	370	0	255	60
2026-04-24 18:37:19	0	4	-50	380	0	255	60
2026-04-24 18:37:19	1	4	190	360	0	255	60
2026-04-24 18:37:20	0	4	-50	380	0	255	60
2026-04-24 18:37:20	1	4	190	360	0	255	60
2026-04-24 18:37:21	0	4	-50	380	59	255	60
2026-04-24 18:37:21	1	4	190	360	0	255	60
2026-04-24 18:37:22	0	4	-60	380	88	255	60
2026-04-24 18:37:22	1	4	200	380	0	255	60
2026-04-24 18:37:23	0	4	-70	340	0	255	60
2026-04-24 18:37:23	1	4	160	370	0	255	60
2026-04-24 18:37:24	0	4	-70	340	0	255	60
2026-04-24 18:37:24	1	4	160	360	0	255	60
2026-04-24 18:37:25	0	4	-70	340	0	255	60
2026-04-24 18:37:25	1	4	160	360	0	255	60
2026-04-24 18:37:26	0	4	-70	340	0	255	60
2026-04-24 18:37:26	1	4	160	360	0	255	60
2026-04-24 18:37:27	0	4	-70	350	0	255	60
2026-04-24 18:37:27	1	4	160	360	0	255	60
2026-04-24 18:37:28	0	4	-70	360	84	255	60
2026-04-24 18:37:28	1	4	160	370	0	255	60
2026-04-24 18:37:29	0	4	-50	370	62	255	60
2026-04-24 18:37:29	1	4	170	370	0	255	60
2026-04-24 18:37:30	0	4	-30	350	81	255	60
2026-04-24 18:37:30	1	4	190	360	0	255	60
2026-04-24 18:37:31	0	1	-10	320	88	255	60
2026-04-24 18:37:31	1	1	180	310	0	255	60
2026-04-24 18:37:32	0	1	0	300	90	255	60
2026-04-24 18:37:32	1	1	180	270	0	255	60
2026-04-24 18:37:33	0	1	-20	300	65	255	60
2026-04-24 18:37:33	1	1	160	300	0	255	60
2026-04-24 18:37:34	0	1	-30	290	71	255	60
2026-04-24 18:37:34	1	4	160	320	0	255	60
2026-04-24 18:37:35	0	1	-20	230	72	255	60
2026-04-24 18:37:35	1	4	120	260	0	255	60
2026-04-24 18:37:36	0	1	-40	210	77	255	60
2026-04-24 18:37:36	1	4	120	250	0	255	60
2026-04-24 18:37:37	0	1	-60	190	96	255	60
2026-04-24 18:37:37	1	4	120	250	0	255	60
2026-04-24 18:37:38	0	1	-60	180	89	255	60
2026-04-24 18:37:38	1	4	120	250	0	255	60
2026-04-24 18:37:39	0	1	-70	210	66	255	60
2026-04-24 18:37:39	1	4	120	250	0	255	60
2026-04-24 18:37:40	0	1	-80	220	70	255	60
2026-04-24 18:37:40	1	4	120	250	0	255	60
2026-04-24 18:37:41	0	1	-60	210	57	255	60
2026-04-24 18:37:41	1	4	120	250	0	255	60
2026-04-24 18:37:42	0	4	-50	230	0	255	60
2026-04-24 18:37:42	1	4	120	250	0	255	60
2026-04-24 18:37:43	0	3	-50	230	0	255	60
2026-04-24 18:37:43	1	4	120	250	0	255	60
2026-04-24 18:37:44	0	3	-60	220	52	255	60
2026-04-24 18:37:44	1	4	120	250	0	255	60
2026-04-24 18:37:45	0	3	-70	220	66	255	60
2026-04-24 18:37:45	1	4	120	250	0	255	60
2026-04-24 18:37:46	0	3	-90	210	53	255	60
2026-04-24 18:37:46	1	4	120	250	0	255	60
2026-04-24 18:37:47	0	3	-70	210	70	255	60
2026-04-24 18:37:47	1	4	120	250	0	255	60
2026-04-24 18:37:48	0	3	-100	200	0	255	60
2026-04-24 18:37:48	1	4	120	250	0	255	60
2026-04-24 18:37:49	0	3	-100	200	0	255	60
2026-04-24 18:37:49	1	4	120	250	0	255	60
2026-04-24 18:37:50	0	3	-100	210	0	255	60
2026-04-24 18:37:50	1	4	120	250	0	255	60
2026-04-24 18:37:51	0	3	-100	210	0	255	60
2026-04-24 18:37:51	1	4	120	250	0	255	60
2026-04-24 18:37:52	0	3	-60	220	52	255	60
2026-04-24 18:37:52	1	4	120	250	0	255	60
2026-04-24 18:37:53	0	3	-40	240	90	255	60
2026-04-24 18:37:53	1	4	120	250	0	255	60
2026-04-24 18:37:54	0	1	20	250	66	255	60
2026-04-24 18:37:54	1	4	150	240	0	255	60
2026-04-24 18:37:55	0	1	30	250	68	255	60
2026-04-24 18:37:55	1	4	190	220	0	255	60
2026-04-24 18:37:56	0	1	70	260	52	255	60
2026-04-24 18:37:56	1	4	200	200	0	255	60
2026-04-24 18:37:57	0	1	70	260	64	255	60
2026-04-24 18:37:57	1	4	190	200	0	255	60
2026-04-24 18:37:58	0	1	70	260	0	255	60
2026-04-24 18:37:58	1	4	190	210	0	255	60
2026-04-24 18:37:59	0	1	80	270	0	255	60
2026-04-24 18:37:59	1	4	190	210	0	255	60
2026-04-24 18:38:00	0	4	60	270	49	255	60
2026-04-24 18:38:00	1	4	190	210	0	255	60
2026-04-24 18:38:01	0	4	30	270	64	255	60
2026-04-24 18:38:01	1	4	200	220	0	255	60
2026-04-24 18:38:02	0	4	0	320	75	255	60
2026-04-24 18:38:02	1	1	190	300	0	255	60
2026-04-24 18:38:03	0	1	-20	380	84	255	60
2026-04-24 18:38:03	1	1	190	370	0	255	60
2026-04-24 18:38:04	0	1	-60	410	99	255	60
2026-04-24 18:38:04	1	1	180	420	0	255	60
2026-04-24 18:38:05	0	1	-70	420	0	255	60
2026-04-24 18:38:05	1	1	230	390	0	255	60
2026-04-24 18:38:06	0	4	-60	410	0	255	60
2026-04-24 18:38:06	1	4	230	390	0	255	60
2026-04-24 18:38:07	0	4	-60	410	0	255	60
2026-04-24 18:38:07	1	4	230	390	0	255	60
2026-04-24 18:38:08	0	4	-60	410	0	255	60
2026-04-24 18:38:08	1	4	230	390	0	255	60
2026-04-24 18:38:09	0	4	-50	390	121	255	60
2026-04-24 18:38:09	1	4	210	400	0	255	60
2026-04-24 18:38:10	0	4	-80	360	100	255	60
2026-04-24 18:38:10	1	4	160	390	0	255	60
2026-04-24 18:38:11	0	4	-60	340	94	255	60
2026-04-24 18:38:11	1	4	150	360	0	255	60
2026-04-24 18:38:12	0	4	-50	310	100	255	60
2026-04-24 18:38:12	1	4	130	330	0	255	60
2026-04-24 18:38:13	0	4	-30	290	83	255	60
2026-04-24 18:38:13	1	4	140	310	0	255	60
2026-04-24 18:38:14	0	4	-20	260	92	255	60
2026-04-24 18:38:14	1	4	140	280	0	255	60
2026-04-24 18:38:15	0	4	0	240	91	255	60
2026-04-24 18:38:15	1	4	130	270	0	255	60
2026-04-24 18:38:16	0	4	-10	220	81	255	60
2026-04-24 18:38:16	1	4	150	230	0	255	60
2026-04-24 18:38:17	0	4	-20	190	107	255	60
2026-04-24 18:38:17	1	4	150	230	0	255	60
2026-04-24 18:38:18	0	4	0	160	91	255	60
2026-04-24 18:38:18	1	4	140	220	0	255	60
2026-04-24 18:38:19	0	1	0	110	98	255	60
2026-04-24 18:38:19	1	4	110	150	0	255	60
2026-04-24 18:38:20	0	1	10	120	99	255	60
2026-04-24 18:38:20	1	4	130	130	0	255	60
2026-04-24 18:38:21	0	1	0	160	77	255	60
2026-04-24 18:38:21	1	1	140	150	0	255	60
2026-04-24 18:38:22	0	1	0	220	76	255	60
2026-04-24 18:38:22	1	1	150	220	0	255	60
2026-04-24 18:38:23	0	1	-20	290	71	255	60
2026-04-24 18:38:23	1	1	150	290	0	255	60
2026-04-24 18:38:24	0	1	-30	360	80	255	60
2026-04-24 18:38:24	1	1	190	360	0	255	60
2026-04-24 18:38:25	0	1	-50	400	94	255	60
2026-04-24 18:38:25	1	1	180	410	0	255	60
2026-04-24 18:38:26	0	1	-70	420	104	255	60
2026-04-24 18:38:26	1	1	280	400	0	255	60
2026-04-24 18:38:27	0	4	-60	410	0	255	60
2026-04-24 18:38:27	1	1	280	400	0	255	60
2026-04-24 18:38:28	0	4	-60	410	0	255	60
2026-04-24 18:38:28	1	1	280	400	0	255	60
2026-04-24 18:38:29	0	4	-60	410	0	255	60
2026-04-24 18:38:29	1	4	270	400	0	255	60
2026-04-24 18:38:30	0	4	-60	410	0	255	60
2026-04-24 18:38:30	1	4	280	400	0	255	60
2026-04-24 18:38:31	0	4	-60	410	0	255	60
2026-04-24 18:38:31	1	4	300	400	0	255	60
2026-04-24 18:38:32	0	4	-40	390	99	255	60
2026-04-24 18:38:32	1	4	280	390	0	255	60
2026-04-24 18:38:33	0	4	-40	360	103	255	60
2026-04-24 18:38:33	1	1	160	370	0	255	60
2026-04-24 18:38:34	0	4	-20	340	102	255	60
2026-04-24 18:38:34	1	1	180	330	0	255	60
2026-04-24 18:38:35	0	4	-20	300	111	255	60
2026-04-24 18:38:35	1	1	150	310	0	255	60
2026-04-24 18:38:36	0	1	-20	260	99	255	60
2026-04-24 18:38:36	1	1	180	260	0	255	60
2026-04-24 18:38:37	0	1	-30	230	91	255	60
2026-04-24 18:38:37	1	1	130	260	0	255	60
2026-04-24 18:38:38	0	1	-20	190	96	255	60
2026-04-24 18:38:38	1	4	130	270	0	255	60
