ts	tid	pose	x	y	z	area	conf
2026-04-24 19:26:13	1	4	170	-20	0	255	60
2026-04-24 19:26:14	0	3	50	20	89	12	60
2026-04-24 19:26:14	1	4	170	0	0	255	60
2026-04-24 19:26:15	0	3	40	30	85	12	60
2026-04-24 19:26:15	1	4	180	0	0	255	60
2026-04-24 19:26:16	0	3	40	10	0	12	60
2026-04-24 19:26:16	1	4	160	20	0	255	60
2026-04-24 19:26:17	0	3	40	10	0	12	60
2026-04-24 19:26:17	1	4	160	20	0	255	60
2026-04-24 19:26:18	0	3	40	10	0	12	60
2026-04-24 19:26:18	1	4	160	20	0	255	60
2026-04-24 19:26:19	0	3	40	10	0	12	60
2026-04-24 19:26:19	1	4	160	20	0	255	60
2026-04-24 19:26:20	0	3	40	10	0	12	60
2026-04-24 19:26:20	1	4	160	20	0	255	60
2026-04-24 19:26:21	0	3	40	10	0	12	60
2026-04-24 19:26:21	1	4	160	20	0	255	60
2026-04-24 19:26:22	0	3	40	10	0	12	60
2026-04-24 19:26:22	1	4	160	20	0	255	60
2026-04-24 19:26:23	0	3	40	10	0	12	60
2026-04-24 19:26:23	1	4	160	20	0	255	60
2026-04-24 19:26:24	0	3	40	10	0	12	60
2026-04-24 19:26:24	1	4	160	20	0	255	60
2026-04-24 19:26:25	0	3	40	10	0	12	60
2026-04-24 19:26:25	1	4	160	20	0	255	60
2026-04-24 19:26:26	0	3	40	10	0	12	60
2026-04-24 19:26:26	1	4	160	20	0	255	60
