bj	topic_type	category	data_value
2026-05-05 07:07:09.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:10.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:11.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:12.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:13.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:14.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:15.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:16.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:17.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -20, "position_z": 188, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:18.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:19.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -60, "position_y": -40, "position_z": 69, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:20.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -70, "position_y": -50, "position_z": 120, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:21.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -70, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:22.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:23.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -80, "position_y": -50, "position_z": 71, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:24.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -50, "position_y": -50, "position_z": 65, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:25.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -80, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:26.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -50, "position_y": -40, "position_z": 143, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:27.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -50, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:28.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -60, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:29.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -80, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:30.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -90, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:31.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -30, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:32.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:33.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:34.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -50, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:35.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -50, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:36.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:37.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:38.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:39.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:40.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:41.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:42.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:43.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:44.000	event	number_people	[{"track_id": 10, "event_since": 1777936064420, "event_status": "start", "number_people": 2}]
2026-05-05 07:07:44.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -50, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:44.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -10, "position_z": 119, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:45.000	event	activity	[{"track_id": 9, "event_since": 1777936065423, "track_count": 1, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 2, "stand_duration": 58, "multi_person_duration": 0}]
2026-05-05 07:07:45.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:07:45.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:45.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 172, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:46.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:46.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 188, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:47.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:47.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 134, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:48.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:48.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 123, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:49.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:49.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 153, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:50.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:50.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 100, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:51.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -100, "position_y": -20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:51.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 98, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:52.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:52.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 102, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:53.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:53.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -10, "position_z": 106, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:54.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -110, "position_y": -10, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:54.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 87, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:55.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -130, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:55.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 30, "position_y": 10, "position_z": 97, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:56.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -130, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:56.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 20, "position_y": 10, "position_z": 98, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:57.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -130, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:57.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 20, "position_y": 0, "position_z": 100, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:58.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:58.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 50, "position_y": -10, "position_z": 108, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:59.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:59.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 60, "position_y": 0, "position_z": 112, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:00.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:00.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 95, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:01.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:01.000	monitor	track	[{"pose": 1, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:02.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:02.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 30, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:03.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:03.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:04.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:04.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:05.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:05.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:06.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:06.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:07.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:07.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:08.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:08.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:09.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:09.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:10.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:10.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:11.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:11.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:12.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:12.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:13.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:13.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:14.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:14.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:15.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:15.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:16.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:16.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:17.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:17.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:18.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:18.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:19.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:19.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:20.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:20.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:21.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:21.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:22.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:22.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:23.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:23.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:24.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:24.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:25.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:25.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:26.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:26.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:27.000	event	track_verdict	[{"ts": 1777936107123, "pose": 3, "reason": "ghost_low_score", "source": "sensor.caregiver01", "evidence": {"score": 17, "context": "no_enter_pair", "birth_score": 50, "frame_count": 44, "ghost_penalty": 70}, "track_id": 1, "area_type": "sensing", "position_x": 20, "position_y": 220, "position_z": 0, "track_confidence": 30}]
2026-05-05 07:08:27.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:27.000	monitor	track	[{"pose": 3, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:27.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:27.000	monitor	track	[{"pose": 3, "event": 2, "area_id": 2, "track_id": 1, "bed_status": 0, "position_x": 70, "position_y": 20, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:08:27.000	event	ExitRoom	[{"event_since": 1777936107342, "event_status": "start"}]
2026-05-05 07:08:28.000	event	number_people	[{"track_id": 10, "event_since": 1777936108058, "event_status": "start", "number_people": 1}]
2026-05-05 07:08:28.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -120, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
