bj	topic_type	category	data_value
2026-05-05 06:48:03.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -60, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:04.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 90, "position_y": 40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:04.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:05.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 90, "position_y": 40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:05.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:06.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 90, "position_y": 40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:06.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:07.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 90, "position_y": 40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:07.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:08.000	monitor	track	[{"pose": 4, "event": 2, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 80, "position_y": 40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:08.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "track_count": 2, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:09.000	event	ExitRoom	[{"event_since": 1777934889165, "event_status": "start"}]
2026-05-05 06:48:09.000	event	number_people	[{"track_id": 10, "event_since": 1777934889980, "event_status": "start", "number_people": 1}]
2026-05-05 06:48:10.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:10.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:11.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:12.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:13.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:14.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:15.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:16.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:17.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:18.000	event	track_verdict	[{"ts": 1777934898800, "pose": 4, "reason": "ghost_low_score", "source": "sensor.caregiver01", "evidence": {"score": 19, "context": "no_enter_pair", "birth_score": 50, "frame_count": 32, "ghost_penalty": 70}, "track_id": 1, "area_type": "sensing", "position_x": -39, "position_y": 140, "position_z": 0, "track_confidence": 30}]
2026-05-05 06:48:18.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:19.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:20.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:21.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:22.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:23.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:24.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:25.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:26.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:27.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:28.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:29.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:30.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:31.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:32.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:33.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:34.000	monitor	track	[{"pose": 4, "area_id": 255, "track_id": 1, "bed_status": 0, "position_x": -10, "position_y": -40, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:35.000	event	number_people	[{"track_id": 10, "event_since": 1777934915740, "event_status": "start", "number_people": 0}]
2026-05-05 06:48:35.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:36.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:37.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:48:51.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:49:23.000	event	activity	[{"track_id": 9, "event_since": 1777934963364, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 32, "multi_person_duration": 11}]
2026-05-05 06:49:23.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:49:23.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:49:55.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:49:55.000	event	activity	[{"track_id": 9, "event_since": 1777934995058, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:49:55.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:50:26.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:50:58.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:50:58.000	event	activity	[{"track_id": 9, "event_since": 1777935058513, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:50:58.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:51:30.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:52:02.000	event	activity	[{"track_id": 9, "event_since": 1777935122001, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:52:02.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:52:02.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:52:33.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:53:05.000	event	activity	[{"track_id": 9, "event_since": 1777935185502, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:53:05.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:53:05.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:53:37.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:54:08.000	event	activity	[{"track_id": 9, "event_since": 1777935248977, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:54:08.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:54:09.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:54:40.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:55:12.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:55:12.000	event	activity	[{"track_id": 9, "event_since": 1777935312466, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:55:12.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:55:44.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:56:15.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:56:15.000	event	activity	[{"track_id": 9, "event_since": 1777935375959, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:56:16.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:56:47.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:57:19.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:57:19.000	event	activity	[{"track_id": 9, "event_since": 1777935439500, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:57:19.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:57:51.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:57:51.000	event	activity	[{"track_id": 9, "event_since": 1777935471185, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:57:51.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:58:22.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:58:54.000	event	activity	[{"track_id": 9, "event_since": 1777935534674, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:58:54.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:58:54.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:59:26.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 06:59:58.000	event	activity	[{"track_id": 9, "event_since": 1777935598263, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 06:59:58.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 06:59:58.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:00:29.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:01:01.000	event	activity	[{"track_id": 9, "event_since": 1777935661652, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:01:01.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:01:01.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:01:33.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:02:05.000	event	activity	[{"track_id": 9, "event_since": 1777935725138, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:02:05.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:02:05.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:02:36.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:03:08.000	event	activity	[{"track_id": 9, "event_since": 1777935788627, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:03:08.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:03:08.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:03:40.000	event	number_people	[{"track_id": 10, "event_since": 1777935820435, "event_status": "start", "number_people": 0}]
2026-05-05 07:03:40.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:04:12.000	event	activity	[{"track_id": 9, "event_since": 1777935852177, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:04:12.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:04:12.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:04:43.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:05:15.000	event	activity	[{"track_id": 9, "event_since": 1777935915667, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:05:15.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:05:15.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:05:47.000	event	activity	[{"track_id": 9, "event_since": 1777935947347, "track_count": 0, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 0, "multi_person_duration": 0}]
2026-05-05 07:05:47.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:05:47.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:19.000	monitor	track	[{"area_id": 0, "track_id": 88, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:38.000	event	number_people	[{"track_id": 10, "event_since": 1777935998942, "event_status": "start", "number_people": 1}]
2026-05-05 07:06:39.000	event	EnterRoom	[{"event_since": 1777935999204, "event_status": "start"}]
2026-05-05 07:06:39.000	monitor	track	[{"pose": 4, "event": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 90, "position_y": 30, "position_z": 138, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:39.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 70, "position_y": 0, "position_z": 97, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:40.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 40, "position_y": 10, "position_z": 91, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:41.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 30, "position_y": 20, "position_z": 123, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:42.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 30, "position_y": 0, "position_z": 97, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:43.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -30, "position_z": 117, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:44.000	event	activity	[{"track_id": 9, "event_since": 1777936004958, "track_count": 1, "event_status": "instant", "lie_duration": 0, "walk_distance": 0, "walk_duration": 0, "stand_duration": 5, "multi_person_duration": 0}]
2026-05-05 07:06:44.000	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-05 07:06:45.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -20, "position_z": 142, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:45.000	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -20, "position_z": 122, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:46.000	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -10, "position_z": 128, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:47.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:48.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:49.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:50.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:51.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:52.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:53.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": 0, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:54.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:55.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 172, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:56.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": 0, "position_z": 81, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:57.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -10, "position_z": 129, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:58.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:06:59.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:00.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:01.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:02.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:03.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -10, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:04.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 10, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:05.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -20, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:06.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:07.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-05 07:07:08.000	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -30, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
