mdt	device_uid	topic_type	category	data_value
2026-05-04 00:07:35.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 60, "position_z": 135, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:36.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:37.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 60, "position_z": 159, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:38.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:39.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 60, "position_z": 120, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:40.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 60, "position_z": 130, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:41.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 60, "position_z": 162, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:42.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 50, "position_z": 120, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:43.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 50, "position_z": 127, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:44.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 10, "position_y": 40, "position_z": 113, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:45.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": 0, "position_z": 104, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:46.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -40, "position_y": -30, "position_z": 124, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:47.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": 20, "position_z": 102, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:48.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 50, "position_y": 40, "position_z": 118, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:49.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 40, "position_y": 50, "position_z": 125, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:50.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 20, "position_z": 112, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:51.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -10, "position_z": 108, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:52.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -20, "position_z": 133, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:53.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": 0, "position_z": 98, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:54.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": 0, "position_z": 97, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:55.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -40, "position_z": 77, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:56.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -20, "position_z": 112, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:57.000	4D8710D5CABB	event	activity	[{"track_id": 9, "event_since": 1777874877663, "track_count": 1, "event_status": "instant", "lie_duration": 0, "walk_distance": 2, "walk_duration": 10, "stand_duration": 50, "multi_person_duration": 0}]
2026-05-04 00:07:57.000	4D8710D5CABB	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-04 00:07:57.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -10, "position_z": 94, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:58.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": 10, "position_z": 89, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:07:59.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 30, "position_y": -10, "position_z": 84, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:00.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 58, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:01.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 60, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:02.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 59, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:03.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 59, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:04.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 63, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:05.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 62, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:06.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -30, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:07.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -20, "position_y": -60, "position_z": 61, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:08.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:09.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:10.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:11.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -50, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:12.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": -10, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:13.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -70, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:14.000	4D8710D5CABB	monitor	track	[{"pose": 1, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -70, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:15.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -70, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:16.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:17.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:18.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:19.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:20.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:21.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:22.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:23.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:24.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:25.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:26.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:27.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:28.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:29.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:30.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:31.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:32.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:33.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:34.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:35.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:36.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:37.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:38.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:39.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:40.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:41.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:42.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:43.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:44.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:45.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:46.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:47.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:48.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:49.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:50.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:51.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:52.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:53.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:54.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:55.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:56.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:57.000	4D8710D5CABB	monitor	heart	[{"track_id": 11, "track_confidence": 80}]
2026-05-04 00:08:57.000	4D8710D5CABB	event	activity	[{"track_id": 9, "event_since": 1777874937212, "track_count": 1, "event_status": "instant", "lie_duration": 0, "walk_distance": 2, "walk_duration": 19, "stand_duration": 41, "multi_person_duration": 0}]
2026-05-04 00:08:57.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:58.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:08:59.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:00.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:01.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:02.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:03.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:04.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:05.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:06.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:07.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:08.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:09.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:10.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:11.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:12.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:13.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:14.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:15.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:16.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:17.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:18.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:19.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:20.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:21.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:22.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:23.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:24.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:25.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:26.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:26.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:27.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:28.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:29.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:30.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:31.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:32.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:33.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:34.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
2026-05-04 00:09:35.000	4D8710D5CABB	monitor	track	[{"pose": 4, "area_id": 2, "track_id": 0, "bed_status": 0, "position_x": 0, "position_y": -60, "position_z": 0, "remaining_time": 0, "track_confidence": 80}]
